ablation_index,sample_id,track_c_status,variant,schema_valid,parse_error,conversion_ok,conversion_errors,skill_sequence,status,updated_at
148,Spatial/select_book_spatial/example13,C1_qwen_guided_condition_failure,NF,True,,True,,pick,completed,2026-05-29 21:35:08
149,Spatial/select_book_spatial/example24,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:09
150,Spatial/select_book_spatial/example30,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:35:10
151,Spatial/select_book_spatial/example33,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:11
152,Spatial/select_book_spatial/example34,C1_qwen_guided_condition_failure,NF,True,,True,,pick,completed,2026-05-29 21:35:12
153,Spatial/select_book_spatial/example47,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:14
154,Spatial/select_book_spatial/example59,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:15
155,Spatial/select_book_spatial/example61,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:16
156,Spatial/select_book_spatial/example72,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:17
157,Spatial/select_book_spatial/example8,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:18
158,Spatial/select_book_spatial/example81,C1_qwen_guided_condition_failure,NF,True,,True,,pick,completed,2026-05-29 21:35:19
159,Spatial/select_book_spatial/example85,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:35:20
160,Spatial/select_book_spatial/example89,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:21
161,Spatial/select_chemistry_tube_spatial/example14,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:22
162,Spatial/select_chemistry_tube_spatial/example16,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:23
163,Spatial/select_chemistry_tube_spatial/example20,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:35:24
164,Spatial/select_chemistry_tube_spatial/example24,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:25
165,Spatial/select_chemistry_tube_spatial/example26,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:27
166,Spatial/select_chemistry_tube_spatial/example29,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:35:27
167,Spatial/select_chemistry_tube_spatial/example31,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:35:28
168,Spatial/select_chemistry_tube_spatial/example33,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:30
169,Spatial/select_chemistry_tube_spatial/example35,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:31
170,Spatial/select_chemistry_tube_spatial/example38,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:32
171,Spatial/select_chemistry_tube_spatial/example45,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:35:33
172,Spatial/select_chemistry_tube_spatial/example52,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:34
173,Spatial/select_chemistry_tube_spatial/example53,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:35
174,Spatial/select_chemistry_tube_spatial/example55,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:37
175,Spatial/select_chemistry_tube_spatial/example60,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:38
176,Spatial/select_chemistry_tube_spatial/example63,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:39
177,Spatial/select_chemistry_tube_spatial/example64,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:40
178,Spatial/select_chemistry_tube_spatial/example68,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:35:41
179,Spatial/select_chemistry_tube_spatial/example70,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:43
180,Spatial/select_chemistry_tube_spatial/example79,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:44
181,Spatial/select_chemistry_tube_spatial/example80,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:45
182,Spatial/select_chemistry_tube_spatial/example82,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:46
183,Spatial/select_chemistry_tube_spatial/example94,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:47
184,Spatial/select_chemistry_tube_spatial/example97,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:49
185,Spatial/select_poker_spatial/example10,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:50
186,Spatial/select_poker_spatial/example18,C1_qwen_guided_condition_failure,NF,True,,True,,pick,completed,2026-05-29 21:35:51
187,Spatial/select_poker_spatial/example2,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:35:52
188,Spatial/select_poker_spatial/example33,C1_qwen_guided_condition_failure,NF,True,,True,,pick,completed,2026-05-29 21:35:53
189,Spatial/select_poker_spatial/example40,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:54
190,Spatial/select_poker_spatial/example49,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:55
191,Spatial/select_poker_spatial/example66,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:56
192,Spatial/select_poker_spatial/example79,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:57
193,Spatial/select_poker_spatial/example8,C1_qwen_guided_condition_failure,NF,True,,True,,pick,completed,2026-05-29 21:35:58
194,Spatial/select_poker_spatial/example89,C1_qwen_guided_condition_failure,NF,True,,True,,pick,completed,2026-05-29 21:35:59
195,Spatial/select_poker_spatial/example93,C1_qwen_guided_condition_failure,NF,True,,True,,pick,completed,2026-05-29 21:36:00
196,Spatial/select_poker_spatial/example97,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:36:01
197,Spatial/select_poker_spatial/example98,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:36:03
198,Spatial/select_toy_spatial/example13,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:36:04
199,Spatial/select_toy_spatial/example14,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:36:05
200,Spatial/select_toy_spatial/example23,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:36:06
201,Spatial/select_toy_spatial/example3,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:36:07
202,Spatial/select_toy_spatial/example33,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:36:08
203,Spatial/select_toy_spatial/example34,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:36:09
204,Spatial/select_toy_spatial/example35,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:36:10
205,Spatial/select_toy_spatial/example42,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:36:11
206,Spatial/select_toy_spatial/example44,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:36:12
207,Spatial/select_toy_spatial/example51,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:36:13
208,Spatial/select_toy_spatial/example52,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:36:14
209,Spatial/select_toy_spatial/example53,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:36:15
210,Spatial/select_toy_spatial/example55,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:36:16
211,Spatial/select_toy_spatial/example58,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:36:17
212,Spatial/select_toy_spatial/example61,C1_qwen_guided_condition_failure,NF,True,,False,step1:unmapped_component:nearest_giftbox_on_right,pick>place,completed,2026-05-29 21:36:19
213,Spatial/select_toy_spatial/example70,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:36:20
214,Spatial/select_toy_spatial/example72,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:36:21
215,Spatial/select_toy_spatial/example75,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:36:22
216,Spatial/select_toy_spatial/example78,C1_qwen_guided_condition_failure,NF,True,,False,step1:unmapped_component:nearest giftbox on the right,pick>place,completed,2026-05-29 21:36:23
217,Spatial/select_toy_spatial/example81,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:36:24
218,Spatial/select_toy_spatial/example85,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:36:26
219,Spatial/select_toy_spatial/example86,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:36:27
220,Spatial/select_toy_spatial/example98,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:36:28
221,CommenSence/select_billiards_common_sense/example24,C2_qwen_conversion_failure,NF,True,,False,step0:unmapped_component:ball_worth_5_score;step1:unmapped_component:hole,pick>place,completed,2026-05-29 21:36:29
222,CommenSence/select_billiards_common_sense/example60,C2_qwen_conversion_failure,NF,True,,False,step0:unmapped_component:ball_worth_5_score;step1:unmapped_component:hole,pick>place,completed,2026-05-29 21:36:30
223,CommenSence/select_nth_largest_poker/example3,C2_qwen_conversion_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:36:31
224,CommenSence/select_nth_largest_poker/example35,C2_qwen_conversion_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:36:32
225,CommenSence/select_nth_largest_poker/example77,C2_qwen_conversion_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:36:32
226,CommenSence/select_nth_largest_poker/example89,C2_qwen_conversion_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:36:33
227,M&T/select_billiards/example13,C2_qwen_conversion_failure,NF,True,,False,step1:unmapped_component:hole,pick>insert,completed,2026-05-29 21:36:34
228,M&T/select_billiards/example21,C2_qwen_conversion_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:36:35
229,M&T/select_billiards/example41,C2_qwen_conversion_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:36:36
230,M&T/select_billiards/example49,C2_qwen_conversion_failure,NF,True,,False,step1:unmapped_component:hole,pick>insert,completed,2026-05-29 21:36:37
231,M&T/select_billiards/example53,C2_qwen_conversion_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:36:38
232,M&T/select_billiards/example92,C2_qwen_conversion_failure,NF,True,,False,step1:unmapped_component:hole,pick>insert,completed,2026-05-29 21:36:39
233,M&T/select_poker/example10,C2_qwen_conversion_failure,NF,True,,True,,pick,completed,2026-05-29 21:36:40
234,M&T/select_poker/example11,C2_qwen_conversion_failure,NF,True,,True,,pick,completed,2026-05-29 21:36:41
235,M&T/select_poker/example13,C2_qwen_conversion_failure,NF,True,,True,,pick,completed,2026-05-29 21:36:41
236,M&T/select_poker/example15,C2_qwen_conversion_failure,NF,True,,True,,pick,completed,2026-05-29 21:36:42
237,M&T/select_poker/example18,C2_qwen_conversion_failure,NF,True,,True,,pick,completed,2026-05-29 21:36:43
238,M&T/select_poker/example27,C2_qwen_conversion_failure,NF,True,,True,,pick,completed,2026-05-29 21:36:44
239,M&T/select_poker/example31,C2_qwen_conversion_failure,NF,True,,True,,pick,completed,2026-05-29 21:36:45
240,M&T/select_poker/example42,C2_qwen_conversion_failure,NF,True,,True,,pick,completed,2026-05-29 21:36:46
241,M&T/select_poker/example46,C2_qwen_conversion_failure,NF,True,,True,,pick,completed,2026-05-29 21:36:47
242,M&T/select_poker/example50,C2_qwen_conversion_failure,NF,True,,True,,pick,completed,2026-05-29 21:36:48
243,M&T/select_poker/example51,C2_qwen_conversion_failure,NF,True,,True,,pick,completed,2026-05-29 21:36:49
244,M&T/select_poker/example61,C2_qwen_conversion_failure,NF,True,,True,,pick,completed,2026-05-29 21:36:50
245,M&T/select_poker/example67,C2_qwen_conversion_failure,NF,True,,True,,pick,completed,2026-05-29 21:36:51
246,M&T/select_poker/example75,C2_qwen_conversion_failure,NF,True,,True,,pick,completed,2026-05-29 21:36:52
247,M&T/select_poker/example76,C2_qwen_conversion_failure,NF,True,,True,,pick,completed,2026-05-29 21:36:52
248,M&T/select_poker/example81,C2_qwen_conversion_failure,NF,True,,True,,pick,completed,2026-05-29 21:36:53
249,M&T/select_poker/example86,C2_qwen_conversion_failure,NF,True,,True,,pick,completed,2026-05-29 21:36:54
250,M&T/select_poker/example89,C2_qwen_conversion_failure,NF,True,,True,,pick,completed,2026-05-29 21:36:55
251,M&T/select_poker/example90,C2_qwen_conversion_failure,NF,True,,True,,pick,completed,2026-05-29 21:36:56
252,M&T/select_poker/example91,C2_qwen_conversion_failure,NF,True,,True,,pick,completed,2026-05-29 21:36:57
253,M&T/select_poker/example92,C2_qwen_conversion_failure,NF,True,,True,,pick,completed,2026-05-29 21:36:58
254,M&T/select_poker/example93,C2_qwen_conversion_failure,NF,True,,True,,pick,completed,2026-05-29 21:36:59
255,M&T/select_poker/example96,C2_qwen_conversion_failure,NF,True,,True,,pick,completed,2026-05-29 21:37:00
256,PhysicsLaw/density_qa/example62,C2_qwen_conversion_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:37:00
257,PhysicsLaw/density_qa/example72,C2_qwen_conversion_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:37:01
258,PhysicsLaw/density_qa/example78,C2_qwen_conversion_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:37:02
259,PhysicsLaw/density_qa/example82,C2_qwen_conversion_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:37:03
260,PhysicsLaw/friction_qa/example56,C2_qwen_conversion_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:37:03
261,PhysicsLaw/friction_qa/example72,C2_qwen_conversion_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:37:04
262,PhysicsLaw/friction_qa/example77,C2_qwen_conversion_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:37:05
263,PhysicsLaw/speed_of_sound_qa/example51,C2_qwen_conversion_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:37:05
264,PhysicsLaw/speed_of_sound_qa/example80,C2_qwen_conversion_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:37:06
265,PhysicsLaw/speed_of_sound_qa/example86,C2_qwen_conversion_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:37:07
266,PhysicsLaw/speed_of_sound_qa/example91,C2_qwen_conversion_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:37:08
267,PhysicsLaw/speed_of_sound_qa/example99,C2_qwen_conversion_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:37:08
268,Semantic/select_book_semantic/example84,C2_qwen_conversion_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:37:09
269,Semantic/select_drink_semantic/example47,C2_qwen_conversion_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:37:10
270,Semantic/select_poker_semantic/example21,C2_qwen_conversion_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:37:11
271,Semantic/select_poker_semantic/example23,C2_qwen_conversion_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:37:11
272,Semantic/select_poker_semantic/example25,C2_qwen_conversion_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:37:12
273,Semantic/select_poker_semantic/example35,C2_qwen_conversion_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:37:13
274,Semantic/select_poker_semantic/example5,C2_qwen_conversion_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:37:13
275,Semantic/select_poker_semantic/example52,C2_qwen_conversion_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:37:14
276,Semantic/select_poker_semantic/example53,C2_qwen_conversion_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:37:15
277,Semantic/select_poker_semantic/example67,C2_qwen_conversion_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:37:16
278,Semantic/select_poker_semantic/example77,C2_qwen_conversion_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:37:16
279,Semantic/select_poker_semantic/example97,C2_qwen_conversion_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:37:17
280,Semantic/select_toy_semantic/example51,C2_qwen_conversion_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:37:18
281,M&T/select_billiards/example62,C3_entity_mapping_failure,NF,True,,False,step1:unmapped_component:hole,pick>insert,completed,2026-05-29 21:37:19
282,Spatial/select_billiards_spatial/example0,C3_entity_mapping_failure,NF,True,,False,step1:unmapped_component:container_right_1,pick>place,completed,2026-05-29 21:37:20
283,Spatial/select_billiards_spatial/example11,C3_entity_mapping_failure,NF,True,,False,step1:unmapped_component:container_right_2,pick>place,completed,2026-05-29 21:37:21
284,Spatial/select_billiards_spatial/example14,C3_entity_mapping_failure,NF,True,,False,step1:unmapped_component:container_right_1,pick>place,completed,2026-05-29 21:37:22
285,Spatial/select_billiards_spatial/example19,C3_entity_mapping_failure,NF,True,,False,step1:unmapped_component:container_right_2,pick>place,completed,2026-05-29 21:37:24
286,Spatial/select_billiards_spatial/example27,C3_entity_mapping_failure,NF,True,,False,step1:unmapped_component:container_right_2,pick>place,completed,2026-05-29 21:37:25
287,Spatial/select_billiards_spatial/example38,C3_entity_mapping_failure,NF,True,,False,step1:unmapped_component:container_right_2,pick>place,completed,2026-05-29 21:37:26
288,Spatial/select_billiards_spatial/example51,C3_entity_mapping_failure,NF,True,,False,step1:unmapped_component:container_right_1,pick>place,completed,2026-05-29 21:37:27
289,Spatial/select_billiards_spatial/example53,C3_entity_mapping_failure,NF,True,,False,step1:unmapped_component:container_right_1,pick>place,completed,2026-05-29 21:37:28
290,Spatial/select_billiards_spatial/example57,C3_entity_mapping_failure,NF,True,,False,step1:unmapped_component:container_right_2,pick>place,completed,2026-05-29 21:37:29
291,Spatial/select_billiards_spatial/example61,C3_entity_mapping_failure,NF,True,,False,step1:unmapped_component:container_right_1,pick>place,completed,2026-05-29 21:37:30
292,Spatial/select_billiards_spatial/example63,C3_entity_mapping_failure,NF,True,,False,step1:unmapped_component:container_right_1,pick>place,completed,2026-05-29 21:37:31
293,Spatial/select_billiards_spatial/example64,C3_entity_mapping_failure,NF,True,,False,step1:unmapped_component:container_right_2,pick>place,completed,2026-05-29 21:37:32
294,Spatial/select_billiards_spatial/example66,C3_entity_mapping_failure,NF,True,,False,step1:unmapped_component:container_right_2,pick>place,completed,2026-05-29 21:37:33
295,Spatial/select_billiards_spatial/example70,C3_entity_mapping_failure,NF,True,,False,step1:unmapped_component:container_right_2,pick>place,completed,2026-05-29 21:37:35
296,Spatial/select_billiards_spatial/example73,C3_entity_mapping_failure,NF,True,,False,step1:unmapped_component:container_right_1,pick>place,completed,2026-05-29 21:37:36
297,Spatial/select_billiards_spatial/example74,C3_entity_mapping_failure,NF,True,,False,step1:unmapped_component:container_right_1,pick>place,completed,2026-05-29 21:37:37
298,Spatial/select_billiards_spatial/example88,C3_entity_mapping_failure,NF,True,,False,step1:unmapped_component:container_right_2,pick>place,completed,2026-05-29 21:37:38
299,Spatial/select_billiards_spatial/example92,C3_entity_mapping_failure,NF,True,,False,step1:unmapped_component:container_right_2,pick>place,completed,2026-05-29 21:37:39
300,Semantic/select_poker_semantic/example49,C4_unsupported_qwen_skill,NF,True,,True,,push,completed,2026-05-29 21:37:40
